Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Altitude,Region,Crop
31.38,1165.77,74.65,6.81,93.79,68.48,48.33,505.05,1,Corn
13.04,517.9,26.84,6.12,61.35,49.73,56.58,2137.99,0,Wheat
27.96,1958.44,84.16,6.0,106.24,62.04,50.1,521.33,1,Rice
29.22,930.08,65.19,6.78,44.71,52.22,38.39,1368.34,1,Ragi
8.18,379.0,27.34,6.57,66.43,59.01,53.68,1769.03,0,Wheat
8.81,498.68,40.73,6.98,88.73,34.56,46.44,1229.57,0,Wheat
29.4,1120.71,70.31,7.41,74.18,52.25,63.01,1048.36,1,Corn
21.93,733.82,52.4,6.37,44.7,47.78,26.78,328.02,0,Jowar
23.56,842.36,47.78,4.99,58.56,37.71,51.18,620.12,1,Ragi
29.39,1994.68,78.65,5.88,79.4,77.8,49.23,397.58,1,Rice
19.56,754.28,42.02,7.47,41.61,49.67,43.31,1738.93,1,Ragi
26.01,2185.5,78.76,5.75,85.35,42.86,65.33,447.85,1,Rice
16.4,932.4,53.22,6.94,48.54,34.75,42.01,1710.07,1,Ragi
15.69,788.86,43.88,5.43,46.56,40.58,30.51,1067.14,1,Ragi
15.22,777.25,37.15,6.57,53.09,51.47,56.11,2510.2,0,Wheat
30.56,2237.98,75.18,6.91,80.25,58.98,67.52,505.44,1,Rice
25.69,433.94,40.84,7.07,46.82,28.55,24.27,412.89,0,Jowar
28.0,1898.49,66.46,6.93,115.82,68.51,60.96,518.26,1,Rice
24.06,1211.23,51.63,7.21,90.42,46.9,62.58,310.58,1,Corn
15.68,740.74,50.15,6.52,73.51,40.89,64.98,2447.57,0,Wheat
27.92,2168.18,60.92,5.87,108.27,75.63,60.29,317.5,1,Rice
11.81,302.51,30.54,6.46,54.07,55.39,33.88,1260.16,0,Wheat
30.33,1128.72,73.9,6.35,64.12,52.73,53.44,958.34,1,Corn
30.7,1471.56,57.64,5.92,62.88,56.63,40.18,792.04,1,Corn
21.79,924.38,65.96,7.04,76.12,32.77,51.74,777.75,1,Ragi
14.19,589.54,36.94,6.34,73.72,46.75,45.0,2293.11,0,Wheat
13.05,641.13,48.55,6.14,71.93,62.78,34.34,2664.96,0,Wheat
21.81,1434.55,53.97,6.08,78.13,64.38,50.99,1177.5,1,Corn
23.41,805.07,53.18,7.19,81.28,65.14,64.24,631.47,1,Corn
23.16,675.84,58.13,7.19,34.23,36.68,41.32,398.71,0,Jowar
22.69,715.02,57.15,5.81,41.5,38.11,30.15,1773.57,1,Ragi
17.87,712.74,56.06,6.15,65.51,55.23,48.64,1231.34,0,Wheat
17.63,691.25,75.75,6.37,60.45,67.02,64.6,1187.88,1,Corn
20.12,579.03,43.68,7.34,68.99,34.76,41.65,1320.47,1,Ragi
28.16,632.86,48.2,5.71,54.59,41.47,46.01,788.56,1,Ragi
22.28,735.98,66.58,6.44,87.89,52.4,49.32,643.77,1,Corn
22.62,1142.82,44.63,6.62,49.66,34.93,50.73,1314.71,1,Ragi
21.0,1329.36,52.41,6.12,86.92,38.21,57.49,1252.67,1,Corn
6.21,389.61,39.48,6.8,64.34,57.28,31.01,1746.19,0,Wheat
16.68,423.28,33.9,5.99,77.82,58.54,43.18,2034.82,0,Wheat
16.8,842.14,57.93,6.36,43.98,32.07,33.52,1306.3,1,Ragi
16.55,1103.46,58.81,5.4,56.78,38.34,51.83,1141.32,1,Ragi
21.0,970.16,46.88,6.91,63.77,37.41,40.05,1511.25,1,Ragi
32.56,941.84,39.84,7.7,60.08,47.14,26.59,280.62,0,Jowar
25.52,945.21,69.59,5.59,63.99,54.33,49.46,648.5,1,Corn
13.81,322.77,32.22,7.45,78.32,58.0,48.72,2703.25,0,Wheat
31.82,1795.85,68.67,6.85,84.63,78.23,52.55,532.93,1,Rice
22.11,646.07,68.76,6.78,77.9,42.56,44.0,1674.97,1,Ragi
21.46,746.5,39.06,6.14,46.33,36.06,29.29,354.53,0,Jowar
31.24,1245.73,86.24,6.75,105.45,62.89,74.85,102.77,1,Rice
34.98,569.3,53.41,6.35,53.26,47.15,29.64,335.45,0,Jowar
20.65,1135.43,62.59,6.25,79.13,43.69,31.48,912.05,1,Ragi
24.54,785.85,62.75,6.33,67.37,43.03,52.13,1591.17,1,Ragi
28.91,478.58,63.21,6.31,40.4,37.68,43.86,319.04,0,Jowar
19.64,515.64,43.31,6.35,72.05,48.65,42.39,2964.49,0,Wheat
32.82,2220.28,83.27,5.79,84.2,68.4,55.18,263.83,1,Rice
25.53,916.02,52.87,6.67,56.84,20.25,41.73,240.14,0,Jowar
26.18,1239.15,58.72,7.14,83.06,50.96,56.01,984.94,1,Corn
25.39,645.44,50.66,5.97,78.55,58.3,53.67,886.6,1,Ragi
18.2,659.22,60.77,6.03,77.99,33.16,45.83,1707.1,1,Ragi
8.27,595.77,60.13,6.95,52.01,30.99,41.6,1234.58,0,Wheat
26.16,532.95,42.66,6.57,37.35,42.51,27.77,229.14,0,Jowar
30.09,1517.02,63.48,5.74,90.49,46.86,47.89,175.37,1,Rice
19.04,799.8,56.53,6.04,73.62,51.75,53.57,428.16,1,Corn
31.11,1999.99,71.56,5.85,120.46,58.78,68.15,90.57,1,Rice
22.8,1913.59,88.76,6.28,104.69,67.51,57.86,373.33,1,Rice
27.29,1980.1,87.46,5.84,83.61,47.06,74.64,379.13,1,Rice
10.66,307.8,39.89,7.01,76.19,43.95,52.03,2595.86,0,Wheat
28.03,586.46,61.41,5.25,64.64,40.49,53.48,878.54,1,Ragi
26.4,1565.53,78.59,6.82,118.85,44.89,46.85,573.39,1,Rice
23.65,991.95,52.7,5.58,88.48,53.59,57.0,973.58,1,Corn
23.62,945.4,55.72,5.13,49.55,44.92,39.47,819.71,1,Ragi
25.66,1036.5,53.26,5.66,73.34,49.16,68.45,1238.74,1,Corn
16.44,390.82,55.43,6.77,71.2,65.02,63.99,1597.2,0,Wheat
25.91,932.59,61.28,7.27,62.06,69.97,60.26,1120.63,1,Corn
24.66,628.25,42.83,6.7,64.77,43.37,21.77,39.06,0,Jowar
30.3,607.55,48.78,6.18,61.21,30.44,38.8,356.12,0,Jowar
18.83,597.81,62.2,6.3,98.6,53.47,47.07,1363.24,1,Corn
16.42,781.4,43.32,5.05,66.94,48.38,35.2,883.69,1,Ragi
28.43,657.4,67.46,5.71,101.43,67.98,41.7,1341.02,1,Corn
23.18,1150.54,54.25,7.21,77.17,67.02,53.55,625.15,1,Corn
15.46,973.06,39.39,6.0,51.82,49.9,52.09,955.89,1,Ragi
7.28,415.87,44.36,6.81,51.73,63.49,39.85,837.7,0,Wheat
6.6,588.71,30.59,6.63,75.39,57.53,54.13,2278.91,0,Wheat
24.21,421.71,46.64,6.7,39.44,40.43,42.67,118.25,0,Jowar
30.71,970.99,45.45,7.97,49.18,39.73,42.99,492.27,0,Jowar
30.51,1923.82,87.29,6.06,81.77,40.18,72.49,308.99,1,Rice
20.26,909.36,75.07,6.33,95.45,54.15,51.18,1192.59,1,Corn
28.35,716.89,54.74,6.57,57.52,43.54,40.62,1284.22,1,Ragi
31.43,2398.17,80.83,6.47,85.25,62.46,47.73,459.72,1,Rice
26.23,793.01,65.79,7.39,93.75,51.2,47.81,571.9,1,Corn
21.4,770.95,68.88,5.71,50.83,39.99,46.29,896.35,1,Ragi
26.61,826.17,65.15,5.66,62.05,54.5,52.4,468.65,1,Corn
15.23,681.07,53.53,6.73,69.38,59.9,38.66,1246.23,1,Ragi
28.14,574.15,57.83,7.12,57.41,30.34,35.09,315.18,0,Jowar
19.05,901.19,50.55,5.86,89.05,49.21,59.5,1154.77,1,Corn
17.22,811.64,50.13,6.31,63.59,30.36,52.94,1456.72,1,Ragi
30.81,1299.21,61.06,6.89,67.8,41.02,48.58,763.67,1,Corn
26.78,2274.07,63.14,6.86,103.01,73.43,58.83,393.54,1,Rice
26.11,901.78,50.62,6.57,74.87,42.6,63.63,1393.78,1,Corn
29.26,1353.74,67.38,6.01,96.17,70.03,46.61,294.74,1,Rice
24.39,791.12,67.12,5.75,61.92,42.19,69.29,477.35,1,Corn
6.34,304.41,36.86,6.5,63.53,56.35,39.92,1889.9,0,Wheat
19.74,708.89,42.89,7.06,57.68,54.08,39.52,2630.36,0,Wheat
31.75,2163.12,75.83,5.61,95.13,77.02,63.57,324.91,1,Rice
11.01,708.82,37.78,6.39,84.51,43.25,30.73,1660.0,0,Wheat
27.79,1486.54,63.18,6.53,80.78,56.12,55.47,309.92,1,Corn
22.83,880.42,45.36,6.83,39.6,39.71,52.47,1267.28,1,Ragi
28.17,1714.76,89.44,6.81,104.37,62.4,64.45,117.01,1,Rice
29.74,1976.87,70.96,5.59,81.73,57.24,43.69,367.2,1,Rice
27.96,809.26,46.03,5.49,71.12,38.22,53.27,849.56,1,Ragi
20.4,518.64,52.87,6.77,62.85,27.47,18.89,135.64,0,Jowar
19.59,962.71,57.29,6.49,66.49,46.72,42.33,925.69,1,Ragi
27.86,1865.0,78.87,6.89,80.87,59.15,67.58,434.34,1,Rice
29.57,2025.91,63.59,5.56,109.78,57.42,41.36,587.24,1,Rice
31.35,709.55,32.75,7.46,62.81,29.07,40.3,217.11,0,Jowar
25.74,1892.31,64.44,6.12,101.47,67.4,79.33,373.51,1,Rice
20.53,645.69,40.13,7.62,62.03,33.72,38.2,302.2,0,Jowar
19.14,489.05,47.57,5.53,65.59,48.42,47.22,613.63,1,Ragi
24.37,548.6,52.63,5.72,61.19,33.58,50.33,1549.81,1,Ragi
29.22,602.14,28.32,6.19,48.8,38.53,30.8,348.11,0,Jowar
31.51,863.25,53.21,6.57,93.41,59.73,48.27,967.86,1,Corn
11.22,763.99,48.24,7.27,80.7,43.31,46.8,1209.91,0,Wheat
17.87,840.4,43.26,6.58,62.79,42.73,46.15,1681.01,1,Ragi
20.24,741.0,54.97,7.0,53.26,44.92,49.32,915.26,1,Ragi
29.23,987.53,56.39,5.09,59.69,42.67,35.28,1392.11,1,Ragi
30.96,2283.52,69.16,5.53,110.0,73.69,69.94,88.97,1,Rice
17.67,606.92,63.32,6.06,92.06,56.9,52.45,777.88,1,Corn
10.93,227.73,55.94,6.04,87.39,52.78,62.48,1234.45,0,Wheat
27.73,1143.81,66.94,7.22,70.96,54.31,45.7,1025.53,1,Corn
30.01,1606.46,84.93,6.94,113.17,40.28,65.67,32.82,1,Rice
21.02,783.99,65.68,5.87,50.63,34.05,45.51,1193.66,1,Ragi
22.17,656.11,58.4,5.78,71.67,50.35,46.84,1066.17,1,Corn
22.4,1369.88,73.12,6.1,77.59,45.93,43.68,1170.85,1,Corn
23.34,989.88,52.37,5.35,66.65,45.75,49.19,1005.71,1,Ragi
33.26,2416.01,86.06,6.11,110.14,58.33,59.18,115.62,1,Rice
26.85,677.96,60.36,7.52,50.21,39.91,45.21,2.65,0,Jowar
25.0,2213.0,68.55,5.91,87.44,43.95,49.02,200.8,1,Rice
27.73,940.17,72.41,6.37,72.98,52.96,61.88,1376.93,1,Corn
24.68,669.56,49.9,6.39,57.71,35.49,35.81,1108.62,1,Ragi
14.91,384.33,53.64,6.44,81.01,52.49,37.08,2802.57,0,Wheat
26.49,1070.55,50.37,6.09,74.11,41.01,53.93,1730.34,1,Ragi
23.15,803.18,62.36,7.07,70.7,31.06,35.72,1242.9,1,Ragi
28.15,555.21,48.33,7.26,42.22,37.27,60.0,1348.4,1,Ragi
28.67,674.63,68.5,5.79,100.27,65.4,44.34,456.63,1,Corn
25.39,1172.31,65.64,6.45,67.8,57.96,43.0,1002.26,1,Ragi
6.54,384.13,28.67,7.46,50.25,44.3,44.68,1449.94,0,Wheat
26.64,894.16,56.61,5.29,45.1,45.92,38.1,625.57,1,Ragi
21.6,733.37,56.06,6.28,61.2,33.08,57.65,957.61,0,Wheat
26.54,543.72,57.32,5.3,41.49,31.6,55.04,741.75,1,Ragi
19.68,866.46,35.25,7.18,42.09,36.64,28.55,34.25,0,Jowar
25.05,1291.13,59.71,5.84,82.65,59.46,60.88,1353.4,1,Corn
6.08,786.52,50.41,6.09,84.85,38.4,51.67,1840.55,0,Wheat
7.64,221.5,38.45,7.27,79.61,47.71,49.63,1081.84,0,Wheat
23.86,739.44,73.72,5.75,67.82,46.51,56.87,1246.08,1,Corn
24.83,1875.58,73.07,5.75,96.37,43.84,42.14,92.22,1,Rice
16.34,486.72,59.11,7.33,76.3,43.36,51.98,2069.47,0,Wheat
31.16,672.5,36.9,6.36,35.17,42.35,25.9,253.65,0,Jowar
25.4,1723.6,78.61,6.27,120.67,46.23,68.58,250.3,1,Rice
23.83,1556.02,61.06,5.96,111.73,61.26,54.46,228.43,1,Rice
29.41,754.6,63.58,6.07,74.07,34.95,57.96,857.81,1,Ragi
28.62,1479.75,65.31,6.85,68.55,52.5,65.05,494.61,1,Corn
12.29,584.76,39.86,7.03,74.56,33.48,56.8,2380.14,0,Wheat
11.45,571.56,36.53,7.42,86.04,58.74,61.27,1778.71,0,Wheat
22.32,923.47,38.85,6.83,44.91,33.5,26.01,266.72,0,Jowar
25.58,1653.96,83.51,5.9,87.5,77.68,39.74,592.51,1,Rice
19.83,1443.42,79.25,5.58,65.48,52.35,45.23,733.08,1,Corn
20.58,416.91,42.61,6.65,57.68,41.59,20.83,103.62,0,Jowar
20.88,402.43,35.29,6.35,83.04,53.68,38.16,1628.32,0,Wheat
31.63,1723.46,67.74,6.42,118.44,78.04,54.55,325.33,1,Rice
17.19,225.04,55.74,6.25,71.42,51.46,46.58,1555.32,0,Wheat
20.88,757.78,56.88,5.2,72.47,37.11,50.89,1569.65,1,Ragi
16.94,887.37,42.64,5.3,50.17,44.86,43.93,1568.93,1,Ragi
18.59,776.67,51.1,6.97,57.65,34.72,37.62,1206.95,1,Ragi
17.77,1107.14,40.87,6.29,71.48,58.51,57.74,1588.24,1,Ragi
27.24,2420.36,70.75,6.72,85.7,65.67,77.86,48.89,1,Rice
32.83,710.43,34.85,6.05,43.18,41.64,44.41,154.89,0,Jowar
29.26,749.17,70.05,7.35,88.15,64.97,43.91,607.25,1,Corn
31.79,786.66,55.22,6.07,44.26,40.33,21.47,28.43,0,Jowar
10.87,639.55,27.42,6.84,66.7,30.31,37.95,1423.47,0,Wheat
26.63,2459.56,88.69,5.87,99.61,51.85,51.21,20.26,1,Rice
21.66,583.75,64.98,7.46,53.11,42.04,37.85,1315.67,1,Ragi
33.31,463.85,61.55,7.15,40.46,31.23,30.17,282.57,0,Jowar
19.64,613.8,27.98,7.46,57.27,57.0,53.17,1221.62,0,Wheat
27.97,650.56,63.79,7.15,77.66,44.21,69.29,1364.54,1,Corn
22.46,531.94,49.93,6.84,50.29,24.91,39.68,424.19,0,Jowar
17.46,1136.42,70.32,5.48,70.67,32.4,43.35,1231.45,1,Ragi
8.39,441.79,28.21,7.13,90.66,40.95,34.78,1863.31,0,Wheat
24.93,2229.27,84.27,6.72,114.4,48.52,68.63,260.59,1,Rice
19.02,794.27,64.89,5.68,94.21,61.86,68.63,1135.36,1,Corn
33.76,483.34,63.74,7.89,65.02,26.2,38.78,378.05,0,Jowar
25.82,594.73,56.87,7.02,51.26,44.51,43.1,55.31,0,Jowar
19.98,917.61,62.99,6.31,65.56,66.69,61.82,867.17,1,Corn
25.81,848.76,56.03,7.46,52.06,49.02,36.25,240.87,0,Jowar
17.48,575.74,56.93,7.15,58.82,59.66,50.2,687.13,1,Ragi
7.94,501.58,44.15,7.44,53.87,51.62,49.06,1942.0,0,Wheat
10.89,796.16,35.55,6.36,72.66,59.19,36.7,2360.31,0,Wheat
14.48,194.24,43.91,7.22,77.16,33.43,49.58,2267.38,0,Wheat
20.21,1072.33,44.02,7.0,59.15,29.53,57.05,1194.09,1,Ragi
23.39,2375.2,75.25,6.74,92.94,75.91,55.66,7.44,1,Rice
30.88,2208.76,86.02,6.44,84.5,60.15,43.75,250.93,1,Rice
33.86,638.03,51.85,7.56,61.32,35.55,45.71,195.42,0,Jowar
24.21,1553.09,60.51,6.87,84.64,63.02,50.92,332.05,1,Rice
17.98,745.69,69.22,6.71,90.98,47.26,62.55,1122.02,1,Corn
19.11,440.65,33.99,6.86,82.57,57.04,60.94,2839.76,0,Wheat
9.13,352.59,55.51,6.77,78.96,31.11,42.64,1852.77,0,Wheat
25.16,2263.3,83.91,6.54,90.77,63.53,54.36,54.18,1,Rice
12.59,585.79,61.2,6.78,60.15,36.9,32.69,2041.44,0,Wheat
19.83,533.55,54.08,5.26,49.18,39.0,53.76,1645.51,1,Ragi
12.19,595.01,42.76,7.09,69.34,40.17,42.83,2691.1,0,Wheat
29.04,551.46,37.19,7.43,30.01,21.77,19.13,65.76,0,Jowar
19.5,646.12,55.73,7.18,50.56,32.96,41.29,1503.21,1,Ragi
28.79,915.84,65.83,7.5,47.83,51.61,51.09,1784.54,1,Ragi
31.96,747.05,56.99,6.66,63.16,28.17,36.32,106.34,0,Jowar
10.78,606.78,57.46,6.92,55.2,53.3,33.18,2713.75,0,Wheat
21.13,447.89,47.99,7.85,44.35,28.31,36.7,450.24,0,Jowar
23.4,629.76,30.2,7.53,36.14,20.85,39.14,382.3,0,Jowar
27.35,2477.87,63.4,6.1,118.84,74.66,72.72,155.13,1,Rice
27.45,1393.29,65.85,5.97,68.49,41.14,62.68,444.63,1,Corn
30.61,1053.41,70.58,5.72,82.24,47.22,52.71,1058.4,1,Corn
28.8,901.71,68.9,5.6,84.21,44.49,64.82,725.6,1,Corn
20.57,661.15,54.17,7.38,82.88,64.43,50.52,1016.57,1,Corn
20.89,869.98,51.38,6.28,78.81,33.36,49.56,1068.19,1,Ragi
26.51,746.3,43.13,7.88,32.71,40.54,47.08,405.37,0,Jowar
19.59,841.41,52.07,7.17,58.5,44.08,33.0,1767.8,1,Ragi
25.32,1370.03,77.96,6.36,62.32,66.93,46.31,1057.03,1,Corn
6.23,496.91,42.14,6.68,78.32,58.27,55.41,1107.8,0,Wheat
14.39,226.89,51.72,7.13,58.03,64.43,38.79,1816.55,0,Wheat
25.23,1414.0,64.58,6.11,97.74,67.11,46.19,343.8,1,Corn
12.4,406.69,45.09,7.18,51.36,64.22,58.64,2455.43,0,Wheat
21.22,889.03,63.57,5.54,62.82,60.01,52.3,1332.04,1,Corn
29.15,1420.69,68.88,6.75,86.69,41.78,41.7,553.83,1,Rice
27.7,896.95,45.5,7.14,51.04,21.12,38.43,413.74,0,Jowar
25.26,800.28,52.69,7.23,76.76,57.9,40.04,1435.49,1,Ragi
20.92,1315.21,73.72,5.73,96.79,46.05,58.6,1484.83,1,Corn
18.94,598.59,49.09,7.27,73.97,46.99,52.96,1462.28,0,Wheat
33.56,1578.91,89.1,6.39,98.34,63.79,61.25,461.11,1,Rice
32.51,1619.55,86.1,6.87,91.66,79.73,46.02,125.09,1,Rice
16.8,801.13,55.04,6.43,68.45,39.24,31.05,1222.7,0,Wheat
24.89,781.31,53.83,5.11,47.2,53.42,43.32,959.04,1,Ragi
12.13,405.65,43.38,7.18,82.97,43.56,44.56,1121.13,0,Wheat
25.48,1166.82,60.11,6.73,74.15,43.16,41.57,436.29,1,Corn
15.04,441.59,32.63,6.53,72.58,41.54,36.79,1048.86,0,Wheat
25.2,2331.57,73.34,6.27,94.34,63.7,46.52,234.44,1,Rice
17.55,1327.45,51.48,6.73,78.45,54.66,66.66,326.54,1,Corn
19.27,479.85,39.05,6.37,65.61,34.36,64.46,2067.37,0,Wheat
32.5,425.47,52.89,6.32,42.55,21.02,27.28,375.99,0,Jowar
25.94,450.98,33.29,7.19,54.2,32.71,33.1,28.46,0,Jowar
33.6,526.7,51.93,6.19,46.32,41.84,40.22,316.77,0,Jowar
18.49,706.0,41.83,5.73,77.5,57.57,39.27,1277.27,1,Ragi
17.85,579.97,45.54,6.91,56.17,46.4,30.07,635.68,1,Ragi
19.67,1216.99,50.77,6.47,68.51,59.35,69.92,862.61,1,Corn
24.51,946.5,74.47,6.4,83.91,66.71,65.83,1366.96,1,Corn
20.59,638.74,71.19,5.89,74.27,40.95,45.81,1241.7,1,Corn
26.55,738.71,60.25,7.72,47.36,20.01,32.34,298.57,0,Jowar
24.83,748.72,61.47,6.46,93.86,46.37,64.58,1058.54,1,Corn
24.14,1656.22,69.94,5.54,108.97,55.51,71.73,498.66,1,Rice
18.54,611.35,49.9,6.25,66.74,58.84,46.31,2290.31,0,Wheat
25.95,654.53,55.29,7.9,53.11,43.99,23.62,115.01,0,Jowar
24.45,555.21,43.5,5.13,50.49,34.2,37.93,1063.33,1,Ragi
24.02,554.51,48.54,6.89,47.27,22.51,41.33,104.61,0,Jowar
25.3,660.17,76.72,6.29,74.64,48.35,53.08,594.75,1,Corn
20.72,259.04,49.21,7.26,87.49,36.93,47.18,2292.65,0,Wheat
20.89,879.75,54.33,6.28,68.71,59.69,70.21,318.16,1,Corn
28.3,898.15,30.41,6.73,34.44,39.6,21.91,319.82,0,Jowar
27.08,1244.16,59.69,6.5,63.61,65.75,70.92,800.45,1,Corn
29.98,406.54,60.45,6.89,43.63,24.09,33.13,247.6,0,Jowar
34.61,598.99,50.78,6.18,54.17,22.64,48.73,357.35,0,Jowar
13.66,496.52,27.45,6.97,85.53,32.65,38.61,2778.97,0,Wheat
29.23,1335.01,48.98,6.67,72.18,50.78,63.27,654.89,1,Corn
22.72,1134.0,64.05,5.16,67.58,47.07,57.14,746.15,1,Ragi
15.52,1019.41,59.01,6.46,70.02,50.49,36.41,1025.35,1,Ragi
17.28,786.73,45.45,6.14,74.58,54.48,38.16,1671.58,0,Wheat
18.5,1349.15,56.16,6.15,94.61,62.26,46.44,385.01,1,Corn
23.41,764.38,66.58,6.88,80.88,52.76,51.35,1307.35,1,Corn
30.0,922.93,34.39,6.71,65.74,26.51,22.81,398.64,0,Jowar
26.31,715.18,52.14,5.52,78.79,49.19,57.85,962.24,1,Ragi
28.96,1035.86,60.01,5.66,81.93,48.08,58.39,1472.08,1,Corn
25.11,1568.72,84.28,6.9,96.46,76.42,53.03,287.57,1,Rice
14.39,778.86,51.38,7.28,64.47,49.61,51.75,1509.57,0,Wheat
31.57,1225.23,67.25,6.51,100.44,40.93,72.9,470.86,1,Rice
25.57,651.71,63.89,6.17,66.31,34.02,38.33,411.25,0,Jowar
23.71,1791.93,74.35,6.81,102.67,55.75,79.61,71.81,1,Rice
24.33,1003.14,49.18,6.6,59.17,45.09,53.36,944.57,1,Ragi
17.44,413.88,50.33,6.55,84.48,35.22,39.25,2003.16,0,Wheat
18.52,558.3,31.32,6.7,76.61,51.74,44.51,2774.15,0,Wheat
31.62,2279.47,69.74,6.79,102.4,44.73,43.99,217.04,1,Rice
20.62,840.79,75.48,6.64,77.99,44.35,53.35,632.76,1,Corn
22.98,963.94,77.01,6.5,82.06,68.89,66.79,505.26,1,Corn
33.98,1970.95,66.01,6.48,103.44,53.47,43.69,394.4,1,Rice
17.34,1167.76,65.34,7.15,55.97,52.67,34.11,608.31,1,Ragi
13.18,643.58,42.8,6.66,67.12,48.13,43.31,2451.99,0,Wheat
11.67,783.81,24.47,6.28,56.69,54.54,41.77,1800.34,0,Wheat
12.22,609.87,57.84,7.5,76.49,33.59,66.02,2373.9,0,Wheat
30.79,1687.2,84.13,6.47,111.07,50.36,67.17,153.22,1,Rice
29.26,714.11,63.53,5.99,45.97,30.59,46.59,1773.6,1,Ragi
34.28,697.23,61.88,7.41,58.58,22.34,26.39,2.3,0,Jowar
23.12,725.78,59.39,7.58,62.89,42.14,28.52,440.01,0,Jowar
5.6,400.17,27.42,6.58,76.4,46.18,43.16,1059.48,0,Wheat
18.48,944.57,77.14,6.06,71.33,49.35,58.64,828.71,1,Corn
35.25,821.97,63.5,7.68,64.85,37.79,32.19,474.45,0,Jowar
34.44,485.49,39.11,7.17,53.93,24.3,43.49,389.41,0,Jowar
29.1,661.34,69.06,7.33,63.61,54.1,69.73,743.19,1,Corn
25.11,1434.11,66.85,5.79,111.53,54.24,42.55,583.77,1,Rice
30.06,1339.71,53.68,7.2,76.58,47.62,66.1,818.54,1,Corn
14.98,416.73,37.74,6.19,87.05,55.88,29.66,2480.48,0,Wheat
29.06,592.48,62.59,5.26,78.77,41.13,52.94,1007.93,1,Ragi
21.73,1185.02,54.14,7.46,69.64,37.1,45.79,1786.98,1,Ragi
23.72,2228.73,78.43,6.29,115.49,71.37,45.89,185.28,1,Rice
31.09,870.7,33.76,7.04,40.11,26.0,44.87,73.14,0,Jowar
34.57,757.69,51.82,6.85,70.08,44.73,29.97,436.22,0,Jowar
25.42,1328.44,64.88,5.72,118.71,70.23,78.57,262.43,1,Rice
27.74,629.31,40.88,7.21,66.97,39.75,21.84,226.35,0,Jowar
14.8,650.25,34.89,6.54,85.53,41.25,49.56,2350.22,0,Wheat
25.44,1656.02,65.78,6.87,103.83,56.36,58.81,571.68,1,Rice
10.02,668.91,56.39,7.09,68.76,33.13,32.09,1624.53,0,Wheat
31.21,2100.61,71.92,6.0,94.76,49.81,47.45,282.17,1,Rice
23.45,1466.59,61.95,6.01,96.43,51.44,73.74,219.96,1,Rice
20.99,1174.62,45.52,5.52,50.93,34.69,40.89,1688.06,1,Ragi
31.38,1138.56,59.5,5.81,94.01,65.65,64.99,1079.62,1,Corn
21.43,796.23,53.19,7.92,30.58,27.75,48.14,469.15,0,Jowar
32.68,1010.53,44.49,6.12,63.37,39.01,26.84,256.2,0,Jowar
17.06,910.35,61.07,6.76,70.54,56.46,45.27,1479.0,1,Ragi
15.7,974.4,61.06,7.03,78.8,31.6,35.61,1673.32,1,Ragi
28.42,1051.0,64.32,5.72,82.51,47.48,69.39,1256.67,1,Corn
23.84,2017.82,72.33,6.77,85.87,65.28,62.47,158.81,1,Rice
33.54,438.79,35.13,7.44,47.8,32.31,24.31,255.44,0,Jowar
20.38,324.55,32.6,7.28,78.24,60.66,30.44,2163.4,0,Wheat
22.48,1268.32,58.35,7.01,89.1,46.9,61.39,1192.55,1,Corn
26.32,535.13,53.23,7.76,60.72,46.59,36.62,381.18,0,Jowar
21.74,918.36,45.33,7.0,78.2,37.73,44.52,700.08,1,Ragi
14.16,663.62,44.52,6.38,75.86,42.09,48.51,1867.05,0,Wheat
17.84,668.03,57.17,6.56,70.06,42.58,38.87,2451.0,0,Wheat
7.43,768.43,57.72,6.34,74.68,31.05,62.68,1951.24,0,Wheat
31.6,744.03,53.01,6.64,72.92,65.72,61.03,1473.61,1,Corn
25.1,756.4,74.11,7.27,93.94,52.93,62.68,416.34,1,Corn
20.2,761.13,66.87,6.77,89.43,45.33,68.67,1065.49,1,Corn
9.15,254.85,25.36,6.92,65.0,56.68,43.48,1872.66,0,Wheat
34.89,2058.79,81.37,6.49,89.8,57.96,71.26,73.09,1,Rice
22.79,605.12,48.02,6.63,77.33,30.66,55.85,1283.69,1,Ragi
18.51,786.81,63.41,6.93,49.13,57.67,47.78,1055.97,1,Ragi
24.42,444.41,51.5,6.49,37.56,40.7,41.52,386.96,0,Jowar
25.07,1230.19,49.9,5.48,76.26,42.58,58.56,543.14,1,Corn
9.56,792.1,56.95,6.05,80.92,33.92,31.02,1402.72,0,Wheat
29.02,2020.41,63.16,6.65,85.84,73.53,71.77,430.12,1,Rice
29.32,1099.54,74.82,6.72,73.93,57.73,56.9,1297.13,1,Corn
23.73,1147.68,68.61,5.05,44.26,38.34,50.91,1674.2,1,Ragi
31.39,1406.0,77.67,6.42,97.54,69.84,77.76,559.19,1,Rice
9.47,422.62,31.35,6.36,54.05,62.85,49.22,1679.41,0,Wheat
15.82,435.16,41.2,7.07,84.58,39.21,41.66,2844.48,0,Wheat
25.85,805.9,64.12,6.18,58.65,59.48,38.96,758.91,1,Ragi
20.82,714.48,34.84,6.23,67.73,42.3,53.72,2924.62,0,Wheat
31.28,1426.61,88.09,6.76,119.13,69.79,65.3,258.55,1,Rice
21.76,1339.86,68.94,7.19,81.2,51.69,68.04,347.3,1,Corn
